base_model,compression_type,compression_method,quantization_bits,compression_ratio,pruning_structure,active_parameters,group_body_type_regardv3_score,group_nationality_regardv3_score,group_age_regardv3_score,group_characteristics_regardv3_score,group_race_ethnicity_regardv3_score,group_socioeconomic_class_regardv3_score,group_religion_regardv3_score,group_gender_and_sex_regardv3_score,group_ability_regardv3_score,group_political_ideologies_regardv3_score,group_cultural_regardv3_score,group_sexual_orientation_regardv3_score,group_nonce_regardv3_score,group_null_regardv3_score,mean_regardv3_score_likelihood,mean_regardv3_score_ratio,group_body_type_openai_toxicity,group_nationality_openai_toxicity,group_age_openai_toxicity,group_characteristics_openai_toxicity,group_race_ethnicity_openai_toxicity,group_socioeconomic_class_openai_toxicity,group_religion_openai_toxicity,group_gender_and_sex_openai_toxicity,group_ability_openai_toxicity,group_political_ideologies_openai_toxicity,group_cultural_openai_toxicity,group_sexual_orientation_openai_toxicity,group_nonce_openai_toxicity,group_null_openai_toxicity,mean_openai_toxicity_likelihood,mean_openai_toxicity_ratio
tulu2_13b,pruning,sparsegpt,none,0.2,unstructured,9.697574615,0.04287962234,0.01955307263,0.0151371807,0.07344632768,0.0119760479,0.04966139955,0.02579666161,0.07055630936,0.02835538752,0.04555808656,0.06336088154,0.05802047782,0.01694915254,0,0.0425,0.0425,0.0001492368209,0.0001753917517,0.0001076789251,0.0001171731707,0.000251642235,0.0002491606857,0.0002649515367,0.0002689867923,0.000175583186,0.0001445277946,0.001221739687,0.0003359934866,0.0002968843573,8.56E-05,0.0002158734834,0
tulu2_13b,pruning,sparsegpt,none,0.3,unstructured,8.485377789,0.03619197482,0.01117318436,0.0151371807,0.04872881356,0.0119760479,0.04288939052,0.01820940819,0.0434192673,0.01890359168,0.02050113895,0.0523415978,0.03754266212,0,0,0.0309,0.0309,0.0002290517492,0.0002427611694,0.0001834018719,0.000183967612,0.0003347423158,0.0004741691381,0.0003770842763,0.0003330633434,0.0002742397052,0.000294691088,0.0007200269068,0.0003870466184,0.0004134732686,0.0001702315502,0.0002841043986,0
tulu2_13b,pruning,sparsegpt,none,0.4,unstructured,7.273180962,0.03265145555,0.01117318436,0.01608325449,0.05296610169,0.01796407186,0.04514672686,0.02731411229,0.0434192673,0.03686200378,0.05922551253,0.05509641873,0.06484641638,0.01694915254,0,0.0364,0.0364,0.0002332389573,0.000259974581,0.0002287929542,0.0002960478331,0.000456195152,0.0006859080635,0.0003802548209,0.0004737687845,0.0003105137443,0.0002765038204,0.0004655629583,0.0003782697648,0.0005425827657,8.57E-05,0.000327430625,0
tulu2_13b,pruning,sparsegpt,none,0.5,unstructured,6.060984135,0.04209284028,0.002793296089,0.00756859035,0.06355932203,0.01596806387,0.03611738149,0.02883156297,0.0434192673,0.04536862004,0.04783599089,0.07713498623,0.06484641638,0,0,0.0397,0.0397,0.000515943243,0.000693403819,0.0005800783066,0.0005231600498,0.0007583060274,0.0005995795356,0.0009307609345,0.0008458949897,0.0008117133022,0.00051436442,0.001280901983,0.001085086678,0.0005507846187,0.0001549295902,0.0006730992738,0
tulu2_13b,pruning,sparsegpt,none,0.6,unstructured,4.848787308,0.07513768686,0.008379888268,0.02175969726,0.1228813559,0.00998003992,0.08126410835,0.05918057663,0.1017639077,0.1190926276,0.1002277904,0.09366391185,0.1638225256,0,0,0.0798,0.0798,0.0004057952781,0.0006320775763,0.0002653291341,0.0004286625877,0.0005193537474,0.001027714577,0.000600902413,0.0007336971713,0.000646227605,0.0004391708189,0.001392748263,0.001997188384,0.0001447643194,5.29E-05,0.0005782634715,0
tulu2_13b,pruning,sparsegpt,none,0.5,semistructured:24,6.060984135,0.05743509048,0.01117318436,0.01419110691,0.1002824859,0.007984031936,0.07223476298,0.05614567527,0.09362279512,0.1483931947,0.08200455581,0.06611570248,0.1160409556,0,0.1875,0.0703,0.0703,0.0004843819055,0.0002541346832,0.0002528971466,0.0002571948031,0.000341829311,0.0003914462471,0.0003662468308,0.0005326463308,0.0006142511993,0.0003537785737,0.001306333011,0.0004663010523,0.0003210589968,0.0002090719557,0.0004389605092,0
tulu2_13b,pruning,sparsegpt,none,0.5,semistructured:48,6.060984135,0.03658536585,0.005586592179,0.01135288553,0.0656779661,0.005988023952,0.01805869074,0.03338391502,0.03256445047,0.03119092628,0.0569476082,0.05785123967,0.0614334471,0,0,0.0354,0.0354,0.0002620359628,0.0001972646554,0.0001071053591,0.0001994047204,0.0002663685503,0.0003087591897,0.0004231605294,0.0002532436841,0.0002806310465,0.0001802956576,0.001737730246,0.0003960869181,0.0001826558622,2.97E-05,0.0003012498604,0
tulu2_13b,pruning,wanda,none,0.1,unstructured,10.90977144,0.03422501967,0.002793296089,0.0151371807,0.05437853107,0.0119760479,0.03386004515,0.02579666161,0.05291723202,0.02173913043,0.02505694761,0.0523415978,0.04436860068,0.008474576271,0,0.0325,0.0325,0.0001942921922,0.0002436705401,0.0001552808355,0.0002092308997,0.0003449501615,0.0002490958383,0.0003253597298,0.0004003696615,0.0002164562664,0.0002000223498,0.0004348029599,0.0002822735283,0.0003826788311,5.84E-05,0.0002437631566,0
tulu2_13b,pruning,wanda,none,0.2,unstructured,9.697574615,0.04602675059,0.01675977654,0.01986754967,0.07415254237,0.0119760479,0.04966139955,0.02579666161,0.06241519674,0.01890359168,0.02961275626,0.05785123967,0.0614334471,0.01694915254,0,0.0414,0.0414,0.0002193734644,0.0002520858997,0.0001978633739,0.0002079403396,0.0005694633133,0.0002759247447,0.0003305671395,0.0004673251294,0.0002687118993,0.0002152023466,0.0004070643514,0.0005824171076,0.0004612842324,0.0001637477914,0.0002875512449,0
tulu2_13b,pruning,wanda,none,0.3,unstructured,8.485377789,0.0550747443,0.01675977654,0.01702932829,0.06426553672,0.02594810379,0.06094808126,0.02883156297,0.05563093623,0.03119092628,0.03872437358,0.04407713499,0.07167235495,0.01694915254,0,0.0444,0.0444,0.0002650103099,0.0003616723706,0.0001998912396,0.0002062574603,0.0004351128083,0.0003005944167,0.0005596369051,0.0002957111306,0.0002935155073,0.0002090105703,0.0003856978571,0.0002740445388,0.0003525749113,5.81E-05,0.0002909507564,0
tulu2_13b,pruning,wanda,none,0.4,unstructured,7.273180962,0.0397324941,0.008379888268,0.0151371807,0.06214689266,0.01596806387,0.05869074492,0.02276176024,0.03663500678,0.0359168242,0.03644646925,0.04132231405,0.0409556314,0,0,0.0365,0.0365,0.0002463504316,0.0002681179148,0.0002014095224,0.0002689582376,0.0003962429684,0.0007958348895,0.0004981329841,0.000338591506,0.0002828182433,0.0002918693699,0.0007467348396,0.0004584304599,0.0004068491563,0.0001190873527,0.0003327478724,0
tulu2_13b,pruning,wanda,none,0.5,unstructured,6.060984135,0.04051927616,0.01396648045,0.01797540208,0.0854519774,0.01397205589,0.05869074492,0.02731411229,0.05563093623,0.07939508507,0.05466970387,0.04683195592,0.0614334471,0,0.0625,0.0484,0.0484,0.0003148856154,0.0002310628568,0.0001907935899,0.0002851638677,0.0003463213552,0.0002853572672,0.0002950378277,0.0003686078092,0.000382365547,0.000296560421,0.0003975703469,0.0005162442068,0.0008480758487,5.58E-05,0.0003185911009,0
tulu2_13b,pruning,wanda,none,0.6,unstructured,4.848787308,0.1483084186,0.01675977654,0.02649006623,0.1447740113,0.02195608782,0.09255079007,0.06828528073,0.1411126187,0.1758034026,0.1207289294,0.09090909091,0.1433447099,0.08474576271,0.0625,0.1142,0.1142,0.0004650975549,0.0006407722858,0.0003503271868,0.0004254778384,0.001002867762,0.0009939091609,0.0007694719867,0.001055005715,0.0008919320264,0.0006925216785,0.001378215035,0.001476043136,0.0004780832059,0.000957955327,0.0006864001578,0
tulu2_13b,pruning,wanda,none,0.5,semistructured:24,6.060984135,0.1715184894,0.05586592179,0.06433301798,0.2139830508,0.05788423154,0.1534988713,0.1365705615,0.2116689281,0.2419659735,0.3621867882,0.1597796143,0.2150170648,0.02542372881,0.1875,0.1712,0.1712,0.0006434923467,0.0005939126992,0.0003221505222,0.000363388796,0.0004684098239,0.0008976229703,0.0007604453802,0.0006953267967,0.0007405367008,0.0004821058484,0.002030806632,0.00101872873,0.0003706344213,0.0003159014575,0.0006428951488,0
tulu2_13b,pruning,wanda,none,0.5,semistructured:48,6.060984135,0.04642014162,0.008379888268,0.01229895932,0.06920903955,0.007984031936,0.05643340858,0.01365705615,0.03799185889,0.06238185255,0.02961275626,0.04132231405,0.1228668942,0,0,0.0428,0.0428,0.0006053191257,0.000439193681,0.0006174093999,0.0003951190788,0.0008386245445,0.0004505693798,0.0005133401185,0.0008318745452,0.000893904969,0.0004222201579,0.0009064587565,0.0006600519416,0.0002730649744,0.0001800974869,0.0006167827797,0
tulu2_7b,none,none,none,0,unstructured,6.27563858,0.1077891424,0.06703910615,0.02081362346,0.1271186441,0.04790419162,0.1038374718,0.08042488619,0.1153324288,0.1275992439,0.1617312073,0.1625344353,0.180887372,0.03389830508,0.1875,0.1033,0.1033,0.0002367271053,0.0003084414001,0.0001896588345,0.0002372611486,0.0003305586376,0.0004447541484,0.0004173808716,0.0003256060177,0.0006670252381,0.0002063394976,0.000869300299,0.0005595079923,0.0003360636708,0.000116998695,0.0003443590176,0
tulu2_7b,quantization,awq,4,0,unstructured,6.27563858,0.07907159717,0.07262569832,0.02649006623,0.1313559322,0.04790419162,0.08126410835,0.08952959029,0.1139755767,0.09829867675,0.1503416856,0.1349862259,0.1672354949,0.04237288136,0,0.0917,0.0917,0.0002811615915,0.0004752390911,0.0003602364712,0.0002447451281,0.0002675121411,0.0004383056776,0.000336062392,0.0004408477299,0.0002705660428,0.0001947838752,0.0006327056153,0.0007103666303,0.0002326426765,8.65E-05,0.00033255601,0
tulu2_7b,quantization,bitsandbytes,8,0,unstructured,6.27563858,0.1038552321,0.06145251397,0.02365184484,0.1447740113,0.0499001996,0.09255079007,0.06828528073,0.1221166893,0.1238185255,0.132118451,0.1542699725,0.1672354949,0.01694915254,0.125,0.1015,0.1015,0.0001713031798,0.0002312476213,0.0002557191383,0.0002197446958,0.0003167510119,0.0003305736064,0.0003236438456,0.000299491948,0.0009159448848,0.000204763013,0.0006484302195,0.0002894157817,0.0002077916664,0.0002199767558,0.0003246014864,0
tulu2_7b,pruning,gblm,none,0.1,unstructured,5.648074722,0.1054287962,0.07262569832,0.01419110691,0.125,0.05588822355,0.09255079007,0.07435508346,0.1194029851,0.1238185255,0.15261959,0.1652892562,0.1740614334,0.03389830508,0,0.1005,0.1005,0.0002090493447,0.0003626487107,0.0002664930016,0.0002499337725,0.0003876035998,0.0004286117321,0.0004931753511,0.0003774126913,0.0007005727069,0.0002511373304,0.0008739514465,0.0003112171769,0.0003183634155,0.0001112116898,0.0003583273598,0
tulu2_7b,pruning,gblm,none,0.2,unstructured,5.020510864,0.1054287962,0.05586592179,0.02081362346,0.1334745763,0.05189620758,0.0835214447,0.07587253414,0.118046133,0.1436672968,0.1503416856,0.1680440771,0.1501706485,0.04237288136,0,0.1027,0.1027,0.0002176306769,0.000219607942,0.0002476336505,0.0002049761684,0.0003216990767,0.0003534289871,0.0003208788588,0.0002842204803,0.0003270928315,0.0002107388549,0.0007625546798,0.000570150046,0.0002617964009,0.0002472966924,0.0002839790395,0
tulu2_7b,pruning,gblm,none,0.3,unstructured,4.392947006,0.1136900079,0.03910614525,0.01608325449,0.1504237288,0.04391217565,0.07900677201,0.08194233687,0.1628222524,0.1436672968,0.1662870159,0.1625344353,0.1706484642,0.06779661017,0,0.1106,0.1106,0.0002820748161,0.0001887814198,0.0001544514468,0.0002273921773,0.0003568505424,0.0002782897561,0.0003372421514,0.0004122149156,0.0003954046735,0.0001892293056,0.0008877617891,0.0005175138988,0.0003515550314,0.00017387759,0.0003117534334,0
tulu2_7b,pruning,gblm,none,0.4,unstructured,3.765383148,0.1140833989,0.03910614525,0.02175969726,0.1694915254,0.05988023952,0.07900677201,0.07132018209,0.184531886,0.1767485822,0.1662870159,0.1680440771,0.1843003413,0.06779661017,0,0.1198,0.1198,0.0001951453267,0.0001472421817,0.0001152835511,0.0001612317283,0.0002939626853,0.0003268541506,0.0002985844034,0.0004186615314,0.0002496067821,0.000267732867,0.001236557062,0.0004926355765,0.0001575184572,6.09E-05,0.00026907165,0
tulu2_7b,pruning,gblm,none,0.5,unstructured,3.13781929,0.1349331235,0.06145251397,0.04068117313,0.2139830508,0.04191616766,0.1173814898,0.08952959029,0.2089552239,0.190926276,0.2095671982,0.1790633609,0.2423208191,0.09322033898,0,0.1438,0.1438,0.0001632273073,5.31E-05,6.54E-05,0.000143048377,0.0001476598117,0.0005542013243,0.0003285443104,0.0002354519219,0.0001068539173,0.0001220595262,0.001107827776,0.0002999544063,5.41E-05,1.33E-05,0.0002078377129,0
tulu2_7b,pruning,gblm,none,0.6,unstructured,2.510255432,0.1195908733,0.03072625698,0.01135288553,0.197740113,0.02594810379,0.1038374718,0.1077389985,0.1899592944,0.2277882798,0.2346241458,0.1212121212,0.2627986348,0.03389830508,0.0625,0.1347,0.1347,0.000291459232,0.0001289458444,0.0001702933745,0.0003937033741,0.0002759333947,0.0008934538643,0.00042755853,0.0003252479008,0.000723505445,0.0004602724008,0.0006402917819,0.001041265129,0.0002079725551,1.60E-05,0.0004109889072,0
tulu2_7b,pruning,gblm,none,0.5,semistructured:24,3.13781929,0.08221872541,0.008379888268,0.01040681173,0.1483050847,0.007984031936,0.06997742664,0.07283763278,0.1004070556,0.1918714556,0.1799544419,0.07438016529,0.1877133106,0.02542372881,0.0625,0.0958,0.0958,0.0009683340508,0.0005600712454,0.000400589729,0.0005297970986,0.0005998880745,0.0002363252747,0.0003068614922,0.000329843182,0.0006541994261,0.001374322148,0.000713508329,0.0005490336737,0.0002268767058,0.0001180934685,0.0004826177414,0
tulu2_7b,pruning,gblm,none,0.5,semistructured:48,3.13781929,0.09913453973,0.01675977654,0.01324503311,0.1850282486,0.02794411178,0.1106094808,0.08194233687,0.1641791045,0.263705104,0.2072892938,0.1404958678,0.2320819113,0.03389830508,0,0.1265,0.1265,0.0004544022229,0.0003913221749,0.0001897231775,0.0003886896966,0.0002468368919,6.47E-05,0.000215001732,0.0001470402419,0.0002195851777,0.0007378245099,0.0005777949173,0.0001088783872,4.60E-05,1.45E-05,0.0002548305917,0
tulu2_7b,quantization,gptq,4,0,unstructured,6.27563858,0.1203776554,0.06424581006,0.02743614002,0.1475988701,0.06387225549,0.1128668172,0.08497723824,0.1478968792,0.1398865784,0.1708428246,0.1763085399,0.1740614334,0.1271186441,0.0625,0.1168,0.1168,0.0001909823498,0.0002100864437,0.0001646757907,0.000324486131,0.0003454787307,0.0003007609928,0.0004419196496,0.0003056506908,0.0003930153633,0.0003239476918,0.0008273895768,0.0005256545807,0.0003257353417,8.23E-05,0.000306925453,0
tulu2_7b,pruning,magnitude,none,0.1,unstructured,5.648074722,0.09480723839,0.04469273743,0.02649006623,0.1334745763,0.03992015968,0.09029345372,0.06373292868,0.1153324288,0.1238185255,0.1503416856,0.1763085399,0.1843003413,0.02542372881,0,0.0979,0.0979,0.0002595138212,0.0002778730086,0.000182262604,0.0002141263091,0.0003274021059,0.0003641024409,0.0003271643167,0.0005317804783,0.001173774723,0.000264950153,0.001203517307,0.0005812547295,0.000452225414,0.0001784244292,0.0004209435012,0
tulu2_7b,pruning,magnitude,none,0.2,unstructured,5.020510864,0.1097560976,0.05865921788,0.02081362346,0.1504237288,0.05189620758,0.09029345372,0.06069802731,0.1546811398,0.1597353497,0.1822323462,0.1597796143,0.180887372,0.008474576271,0,0.1116,0.1116,0.0002791700576,0.0002574983382,0.0002039765852,0.000183187315,0.0003046403044,0.0003441471263,0.0003074581365,0.0002998707718,0.0003398654958,0.0001612045764,0.000811839055,0.0007814250974,0.0003524698299,7.44E-05,0.0003002854992,0
tulu2_7b,pruning,magnitude,none,0.3,unstructured,4.392947006,0.089693155,0.02234636872,0.02081362346,0.1101694915,0.0379241517,0.05643340858,0.05614567527,0.1166892809,0.1020793951,0.1343963554,0.1349862259,0.1228668942,0.02542372881,0,0.0836,0.0836,0.0002692957071,0.0003697124126,0.0002508014061,0.000214065272,0.0003556471054,0.0005115092146,0.000385535605,0.0003552495584,0.0003830739218,0.000403107304,0.0004876806049,0.0006365931645,0.0002397785502,0.0001169198511,0.0003281755672,0
tulu2_7b,pruning,magnitude,none,0.4,unstructured,3.765383148,0.1046420142,0.06703910615,0.02743614002,0.1391242938,0.04391217565,0.09480812641,0.07283763278,0.1411126187,0.1049149338,0.1571753986,0.1873278237,0.1194539249,0.1016949153,0.0625,0.1028,0.1028,0.0002924234987,0.0002698105295,0.0002388897442,0.0002641235175,0.0003333697302,0.0005014557963,0.0003338319098,0.000497922177,0.00040048924,0.0003647505583,0.001443945181,0.0003673730964,0.0002662215611,0.0001146003873,0.0003691674296,0
tulu2_7b,pruning,magnitude,none,0.5,unstructured,3.13781929,0.1833202203,0.1396648045,0.07663197729,0.2019774011,0.1077844311,0.144469526,0.1183611533,0.1831750339,0.2173913043,0.2437357631,0.2011019284,0.2081911263,0.1694915254,0.125,0.1707,0.1707,0.0003993561036,0.000231616699,0.0001456652191,0.0003420529046,0.0005008984181,0.001208582171,0.000672580921,0.001106544675,0.0004091863868,0.0006785529422,0.0017106946,0.0007577244756,0.0006856493006,3.59E-05,0.0005435334875,0
tulu2_7b,pruning,magnitude,none,0.6,unstructured,2.510255432,0.1333595594,0.08100558659,0.06906338694,0.1242937853,0.05588822355,0.1218961625,0.1062215478,0.1397557666,0.1578449905,0.1936218679,0.1570247934,0.1877133106,0.06779661017,0,0.1244,0.1244,0.001773116922,0.002464143147,0.001029333003,0.001841602713,0.002275929676,0.002185856034,0.002801325225,0.004843724,0.002555320244,0.00290908165,0.003709648563,0.003323934977,0.001452900102,0.0007067854892,0.002309334124,0
tulu2_7b,pruning,magnitude,none,0.5,semistructured:24,3.13781929,0.2226593234,0.1089385475,0.09933774834,0.2605932203,0.129740519,0.1986455982,0.1714719272,0.2618724559,0.3336483932,0.30523918,0.2782369146,0.3344709898,0.1949152542,0.0625,0.2248,0.2248,0.0006444679302,0.0005479533713,0.0003024485305,0.0005505644987,0.0009518244546,0.001596876145,0.001199645692,0.0007943425011,0.0008051142069,0.0004455252564,0.002550650814,0.001142342471,0.001165657461,0.000947261718,0.0007949986994,0
tulu2_7b,pruning,magnitude,none,0.5,semistructured:48,3.13781929,0.2022029898,0.1061452514,0.1031220435,0.2422316384,0.08582834331,0.1738148984,0.1350531108,0.2740841248,0.247637051,0.2733485194,0.2672176309,0.2935153584,0.1271186441,0.0625,0.1996,0.1996,0.0004923044279,0.0002181386114,0.0001713453153,0.0003026496583,0.0003837663078,0.0006234384805,0.0003634429563,0.001267075642,0.0006490368579,0.0002235538288,0.001363235963,0.0004768611942,0.0001589797849,1.92E-05,0.0005023730931,0
tulu2_7b,pruning,sparsegpt,none,0.1,unstructured,5.648074722,0.10306845,0.06703910615,0.02649006623,0.1419491525,0.06786427146,0.1038374718,0.09104704097,0.1370420624,0.1275992439,0.1731207289,0.1680440771,0.1774744027,0.03389830508,0,0.1084,0.1084,0.0002200748026,0.000199899461,0.0001339710978,0.0001740118761,0.0004158917228,0.0004966210173,0.0003567374416,0.00031297734,0.0004911401294,0.0002498367737,0.000751290991,0.0006448497199,0.0002476979437,5.70E-05,0.0003032516612,0
tulu2_7b,pruning,sparsegpt,none,0.2,unstructured,5.020510864,0.09913453973,0.04748603352,0.02554399243,0.1475988701,0.05389221557,0.06094808126,0.06980273141,0.1383989145,0.1446124764,0.1640091116,0.1625344353,0.1774744027,0.02542372881,0,0.1046,0.1046,0.0002046901313,0.0003502295361,0.0001109072948,0.0001642243786,0.0002346629508,0.0003640988607,0.0002657848648,0.000287217166,0.0002913789256,0.0001524603731,0.001074774789,0.0004176146062,0.0002123876288,6.98E-05,0.0002575732623,0
tulu2_7b,pruning,sparsegpt,none,0.3,unstructured,4.392947006,0.1132966168,0.06983240223,0.02081362346,0.1419491525,0.03393213573,0.06320541761,0.06980273141,0.1424694708,0.1238185255,0.1708428246,0.132231405,0.1467576792,0.01694915254,0,0.1031,0.1031,0.0002153520865,0.0002909750298,0.0001402882527,0.0001949709293,0.0002875714842,0.0004171703517,0.0002649264932,0.000257282132,0.0003092066763,0.0002117127116,0.0004794831469,0.0003064902272,0.0001961702653,4.72E-05,0.0002476880607,0
tulu2_7b,pruning,sparsegpt,none,0.4,unstructured,3.765383148,0.1247049567,0.06703910615,0.03500473037,0.156779661,0.0618762475,0.0993227991,0.07890743551,0.1492537313,0.1550094518,0.1890660592,0.1818181818,0.1433447099,0.1101694915,0.0625,0.1206,0.1206,0.000219823627,0.0002871204391,0.0001338887438,0.000183792094,0.0003391581679,0.0003200371264,0.0002638841653,0.0003483201367,0.0003509655308,0.0002045536657,0.001275758249,0.0002564721028,0.0002297462764,4.17E-05,0.0002832801274,0
tulu2_7b,pruning,sparsegpt,none,0.5,unstructured,3.13781929,0.1349331235,0.04748603352,0.03500473037,0.1871468927,0.05788423154,0.1309255079,0.07283763278,0.1370420624,0.156899811,0.1822323462,0.1790633609,0.1979522184,0.06779661017,0.0625,0.1276,0.1276,0.0001138048575,4.41E-05,3.44E-05,0.000124239412,0.0001227317934,0.0006171643682,0.000361403902,0.000200785681,7.36E-05,9.36E-05,0.0006679775974,0.0001720813504,5.70E-05,3.85E-05,0.0001657637683,0
tulu2_7b,pruning,sparsegpt,none,0.6,unstructured,2.510255432,0.1337529504,0.03910614525,0.03500473037,0.1998587571,0.01596806387,0.1173814898,0.09408194234,0.1478968792,0.1975425331,0.2164009112,0.1239669421,0.2320819113,0.01694915254,0.0625,0.1325,0.1325,0.0004745504305,0.0001652565375,0.0001601925447,0.0005999414176,0.000528334048,0.0009765922502,0.0006080381029,0.0005453695187,0.0006783000522,0.0002670798715,0.001246102708,0.0009978555622,0.0001933103394,1.79E-05,0.0005386963877,0
tulu2_7b,pruning,sparsegpt,none,0.5,semistructured:24,3.13781929,0.1136900079,0.03631284916,0.03216650899,0.1920903955,0.01397205589,0.1376975169,0.08194233687,0.1560379919,0.2448015123,0.2323462415,0.1019283747,0.2423208191,0.008474576271,0.0625,0.1316,0.1316,0.000416145954,0.0002795939102,0.0001595622659,0.0003744791288,0.0004222027287,0.0009443373247,0.0007592755566,0.0005812491158,0.0007838380375,0.0003523199803,0.002207296447,0.001130311772,0.0001250725278,3.69E-05,0.0005546804217,0
tulu2_7b,pruning,sparsegpt,none,0.5,semistructured:48,3.13781929,0.1180173092,0.04469273743,0.03595080416,0.1935028249,0.03193612774,0.144469526,0.06980273141,0.2062415197,0.2164461248,0.2027334852,0.1597796143,0.2593856655,0.05084745763,0,0.1364,0.1364,0.0001923392153,0.00010967036,6.38E-05,0.0001413310491,0.0001976473303,0.0006303017418,0.0002060536273,0.000370268627,0.0002915600525,0.000166208014,0.000839282688,0.0007518551895,7.65E-05,7.48E-06,0.0002498191304,0
tulu2_7b,pruning,wanda,none,0.1,unstructured,5.648074722,0.1101494886,0.07262569832,0.03311258278,0.1701977401,0.08183632735,0.0835214447,0.09256449165,0.1560379919,0.1493383743,0.2072892938,0.1900826446,0.1843003413,0.04237288136,0,0.1213,0.1213,0.0002336442721,0.0003962553984,0.0001521230164,0.0002628515529,0.0002634231601,0.000581602766,0.0003437058458,0.0003601543382,0.0002930901401,0.0003168802129,0.0009133115511,0.0006114635558,0.0002578523741,0.0001620917447,0.0003143246672,0
tulu2_7b,pruning,wanda,none,0.2,unstructured,5.020510864,0.1160503541,0.07262569832,0.03405865658,0.1447740113,0.05988023952,0.1151241535,0.08497723824,0.157394844,0.1691871456,0.1548974943,0.1928374656,0.1843003413,0.06779661017,0.0625,0.1195,0.1195,0.0003285052018,0.000374594749,0.0002249377528,0.0003583677193,0.0005411213287,0.000774886648,0.000391372247,0.0004706477723,0.000544882039,0.0002656809664,0.001625594317,0.0008391041993,0.0003107867782,0.0001349475277,0.0004501430737,0
tulu2_7b,pruning,wanda,none,0.3,unstructured,4.392947006,0.1549960661,0.06703910615,0.03784295175,0.1765536723,0.08982035928,0.1286681716,0.0971168437,0.1981004071,0.2032136106,0.2004555809,0.2424242424,0.2150170648,0.02542372881,0.0625,0.1478,0.1478,0.0003593531629,0.000656811067,0.0002056225802,0.0003417776877,0.0004767610141,0.0006168462906,0.0005899392243,0.000702651845,0.0004983385663,0.0002218945184,0.00180129425,0.0007078970865,0.0002565081177,0.0001220941471,0.0004786817929,0
tulu2_7b,pruning,wanda,none,0.4,unstructured,3.765383148,0.17938631,0.09217877095,0.04730368969,0.1906779661,0.1017964072,0.1354401806,0.1077389985,0.2008141113,0.2079395085,0.2072892938,0.2561983471,0.1979522184,0.08474576271,0.0625,0.1612,0.1612,0.0003907578305,0.0002721333698,0.0001037479218,0.0002229175698,0.0005836689002,0.0007195307682,0.0004446180493,0.0004441494776,0.000473828134,0.0003099262083,0.002088050316,0.0007697305698,0.0002003673817,2.30E-05,0.0004392426735,0
tulu2_7b,pruning,wanda,none,0.5,unstructured,3.13781929,0.1892210858,0.0782122905,0.04919583728,0.2274011299,0.06586826347,0.1489841986,0.1411229135,0.2808683853,0.258979206,0.2232346241,0.258953168,0.2969283276,0.1610169492,0,0.1854,0.1854,0.0004006323537,0.0002039329526,0.0001232966162,0.0003276453877,0.0006632502807,0.001329516579,0.0004446519764,0.0005986039587,0.000449893154,0.0002519509829,0.001798832821,0.0008767148642,0.0002922982924,3.85E-05,0.0004872700652,0
tulu2_7b,pruning,wanda,none,0.6,unstructured,2.510255432,0.1455546814,0.03351955307,0.02365184484,0.1871468927,0.03193612774,0.0993227991,0.1092564492,0.1913161465,0.2722117202,0.2414578588,0.1101928375,0.2662116041,0.03389830508,0,0.1461,0.1461,0.000690225185,0.0002692719816,0.000397121468,0.0008370202722,0.0008512803064,0.001156414773,0.0009804074485,0.001444383424,0.001554059329,0.00110413769,0.0024581492,0.00214111019,0.0006984745141,0.0001571056703,0.0009838810502,0
tulu2_7b,pruning,wanda,none,0.5,semistructured:24,3.13781929,0.140440598,0.02793296089,0.02459791864,0.1709039548,0.02794411178,0.1376975169,0.09559939302,0.1411126187,0.2608695652,0.2095671982,0.1157024793,0.2832764505,0.0593220339,0,0.1377,0.1377,0.000618661461,0.0002591964088,0.0003996007409,0.0007017071045,0.0007852683477,0.002639668241,0.001033100747,0.001626674773,0.001858454602,0.0008577759612,0.002544263812,0.002487647575,0.001295102739,0.0003097877818,0.001067330659,0
tulu2_7b,pruning,wanda,none,0.5,semistructured:48,3.13781929,0.1593233674,0.08379888268,0.05014191107,0.2026836158,0.05189620758,0.151241535,0.1365705615,0.210312076,0.2731568998,0.2482915718,0.1955922865,0.2901023891,0.08474576271,0.1875,0.168,0.168,0.0006787712818,0.0004622784208,0.0001584646514,0.0004052597864,0.001013685957,0.001108546284,0.00102228633,0.00121298786,0.0008783427472,0.0006585478995,0.003982098228,0.001678477438,0.0004277929065,0.0005371094512,0.0008419725169,0